,step,id,temperature,humidity
0,1,1,24.065428553092904,69.79742545545213
1,1,2,25.900534107605118,69.62139770719557
2,1,3,23.705084756996776,69.77145155576258
3,1,4,25.55334528432591,69.27533201870034
4,2,1,22.909929318429107,69.81829438790898
5,2,2,24.234239461875134,69.63716828875604
6,2,3,24.521648192164978,69.77940992314862
7,2,4,28.21792764510183,69.26848256085717
8,3,1,28.26813554234022,69.79715270430934
9,3,2,25.321106883141113,69.65970030442675
10,3,3,24.5248020746033,69.79688901588193
11,3,4,25.111540523840038,69.27415036742252
12,4,1,27.591377868683594,69.80865399319796
13,4,2,26.27835070091317,69.65848711779263
14,4,3,24.842268112429917,69.78656070858324
15,4,4,25.95991306246405,69.27695402642316
16,5,1,25.18793448920664,69.80355309342565
17,5,2,27.591986564248902,69.65275750284928
18,5,3,26.887695327481417,69.78216808426181
19,5,4,27.74557986121098,69.26105505460397
20,6,1,25.98614381315982,69.79422322633377
21,6,2,26.525980483482368,69.63191487779399
22,6,3,26.355558507765334,69.77676807296461
23,6,4,27.966746616939513,69.18473821578668
24,7,1,26.295580852780112,69.79377240029528
25,7,2,27.19118828417217,69.63417595772594
26,7,3,26.666479762152143,69.7666753270444
27,7,4,28.794784798249474,69.15042993152323
28,8,1,26.67505948121357,69.80209613313916
29,8,2,26.673741511787092,69.62028535441557
30,8,3,26.592800950451547,69.77374134154199
31,8,4,27.498925245267554,69.0836476090912
32,9,1,27.651273055402015,69.80244043336431
33,9,2,26.907296779700385,69.59823488339856
34,9,3,26.18411073230808,69.7562744349289
35,9,4,28.940535788385155,69.06487332540593
36,10,1,26.18664520500164,69.80061429933414
37,10,2,27.406646408847863,69.6047290657393
38,10,3,26.83728499976475,69.76340905310227
39,10,4,28.56450926078665,68.9485432338913
40,11,1,27.082224625879903,69.79574327923552
41,11,2,28.10852900230931,69.59895158534144
42,11,3,27.054320050289316,69.77488420567094
43,11,4,30.265351777162962,68.93861646367166
44,12,1,27.104717715647837,69.79616776432154
45,12,2,26.772560660686086,69.58601037672845
46,12,3,27.33197558594027,69.76003541607464
47,12,4,28.32518951635414,68.91048895539967
48,13,1,25.820465899356254,69.79729167167247
49,13,2,27.63742560629899,69.57830976861241
50,13,3,27.9275588826126,69.75747526193602
51,13,4,29.525387250770113,68.80971231058562
52,14,1,28.11400612292874,69.79617512861684
53,14,2,27.501310147179996,69.57532369232638
54,14,3,26.095184995667704,69.75487980172767
55,14,4,30.277425096999455,68.67027370525027
56,15,1,27.30021749668743,69.79354277024579
57,15,2,27.62224371732849,69.54101339854981
58,15,3,27.13868896708483,69.73755470831217
59,15,4,31.19880859009279,68.4978718304678
60,16,1,27.566230352474506,69.78992349287124
61,16,2,26.921190260242394,69.52011341439325
62,16,3,27.017432293796027,69.73552337193571
63,16,4,33.50931720476498,68.28760853956832
64,17,1,27.341802953736654,69.77985193020004
65,17,2,26.94054101158313,69.52434866705242
66,17,3,26.71266215530192,69.72975923808843
67,17,4,35.02118802332884,68.11877521574684
68,18,1,26.856366882850114,69.78198917639192
69,18,2,27.78229736809416,69.51324058198266
70,18,3,26.77700227081448,69.72842278450666
71,18,4,36.35240673791139,67.72711677383934
72,19,1,27.977003576484396,69.78164484974317
73,19,2,27.119342749543097,69.56380987525615
74,19,3,27.206654029907895,69.73845969653696
75,19,4,34.712188313545035,68.0240392689781
76,20,1,26.915577911281122,69.77085554519843
77,20,2,27.676556357230286,69.56667395956345
78,20,3,26.430543221105232,69.7468744334065
79,20,4,38.82582035699297,67.69206021550123
80,21,1,26.44260673787489,69.79262930591523
81,21,2,27.556126999393427,69.5660962436744
82,21,3,27.785012285750643,69.74690575398215
83,21,4,40.41074067149571,67.58272289079315
84,22,1,26.900567928520804,69.76451045285495
85,22,2,26.22543711655574,69.5401325755136
86,22,3,27.0133026662759,69.7401945948967
