,step,id,temperature,humidity
0,1,1,23.99521355316846,69.5454689757533
1,1,2,25.27521777517221,69.79024389829925
2,1,3,24.494384796048678,69.46934224955537
3,1,4,26.251380715610637,69.78811319954266
4,2,1,26.98136337424002,69.5443467980814
5,2,2,26.457745669359227,69.78659830329197
6,2,3,26.74041039935802,69.44324317509933
7,2,4,27.217686198484582,69.78707214861623
8,3,1,25.994784091375823,69.51257444864137
9,3,2,26.45279632739024,69.7823303036737
10,3,3,27.493661391220346,69.40660321137582
11,3,4,25.422738490717055,69.77151586405436
12,4,1,27.445998478587445,69.50239773287936
13,4,2,26.847036207281395,69.78604175125007
14,4,3,26.744505301230287,69.37367473502199
15,4,4,25.56937220415826,69.77114138266361
16,5,1,27.035376956249458,69.49841239012574
17,5,2,26.791556947713005,69.77881816741547
18,5,3,28.490900296706318,69.34197233627467
19,5,4,26.924929562359402,69.77666227814416
20,6,1,26.99627865820009,69.48133630384942
21,6,2,27.098149095812897,69.77867130785735
22,6,3,28.24579928180684,69.31319345363809
23,6,4,26.747956973562875,69.77791192309822
24,7,1,26.99637898921667,69.45809664775912
25,7,2,26.91639487098949,69.77360859080379
26,7,3,28.504733019107146,69.25849679561871
27,7,4,26.148690989893495,69.76738468204408
28,8,1,26.888686786783644,69.43038005816223
29,8,2,26.85951032514029,69.7632926758093
30,8,3,26.706667796476435,69.21884183406799
31,8,4,26.159587276867992,69.76266964886568
32,9,1,27.01253604655877,69.41063514232528
33,9,2,27.845478851584282,69.77800140822882
34,9,3,27.995893683073316,69.20071029390894
35,9,4,26.772308047107213,69.76431411245967
36,10,1,27.00326013259578,69.36364571743422
37,10,2,26.772216548566437,69.75457677413408
38,10,3,27.73038276780679,69.14971882163047
39,10,4,26.676931089470663,69.76617192978367
40,11,1,27.44122806272536,69.33982810839923
41,11,2,27.53932268743,69.76583345221223
42,11,3,27.474276553427092,69.06928762246648
43,11,4,27.565856836461858,69.74999541225392
44,12,1,28.512158064121333,69.28510881606522
45,12,2,26.821060108231244,69.7664585339972
46,12,3,28.009800441472002,69.1190295807031
47,12,4,26.451592652444543,69.75525617731354
