,step,id,temperature,humidity
0,1,1,25.355488101536846,69.83957580495844
1,1,2,25.667256886198857,69.77085341565633
2,1,3,26.605256405709465,69.70818244643493
3,1,4,26.339430409286763,69.8158628840153
4,1,5,24.426808801350077,69.68991101319321
5,1,6,27.52474297551256,69.14958249292651
6,1,7,26.958532341657868,69.79465716600073
7,1,8,25.968227165958425,69.6885834778274
8,1,9,27.009253785047534,69.31679803716219
9,2,1,25.380168902436406,69.8211407028247
10,2,2,25.982597151392685,69.76650856776551
11,2,3,26.541751165567785,69.69485698624582
12,2,4,25.70220113675707,69.8027520560238
13,2,5,27.303171744608534,69.68459074221063
14,2,6,28.679888663623338,69.13744434971977
15,2,7,26.68294169711792,69.82245911083412
16,2,8,26.581247139527665,69.69963388125005
17,2,9,28.2603982242104,69.29512297076823
18,3,1,25.50085727201976,69.84542925239964
19,3,2,26.858593441183018,69.76549621129742
20,3,3,26.55578730642545,69.69988567649047
21,3,4,25.911768039216575,69.80054275732887
22,3,5,25.75438219839425,69.6777871347378
23,3,6,27.805453347804537,69.08970233333014
24,3,7,26.58364640423222,69.81010750552171
25,3,8,27.428212510375495,69.68904209853146
26,3,9,27.946545883304278,69.31169095327753
27,4,1,26.319818730231397,69.81921967426628
28,4,2,26.897442677531195,69.76470906519876
29,4,3,26.24571258228135,69.69433270439913
30,4,4,26.43621214415755,69.81255301342766
31,4,5,27.03980264690055,69.6624487201281
32,4,6,28.840658631935582,69.03625401028178
33,4,7,26.58243022399564,69.81493276311303
34,4,8,26.954524586180078,69.67747916521961
35,4,9,27.967563944861144,69.30881488695292
36,5,1,26.49735388410832,69.82029212012047
37,5,2,26.451443774760452,69.76665718720464
38,5,3,26.541697163611165,69.67805856290775
39,5,4,26.967663492159822,69.80832615019824
40,5,5,26.814154496260034,69.64756514374947
41,5,6,29.888982231362885,68.91841499882189
42,5,7,26.31976176572982,69.79750423267016
43,5,8,27.525008551712094,69.67956097719842
44,5,9,27.55356338479656,69.29450276962736
45,6,1,26.26730197010667,69.8321000782567
46,6,2,26.33434753593062,69.75106229264976
47,6,3,27.601124818220782,69.67261707487357
48,6,4,27.027546510042647,69.80319966600716
49,6,5,26.57048082458312,69.64697129801094
50,6,6,29.57339612739098,68.7811314751029
51,6,7,26.779715709729672,69.80971340252202
52,6,8,26.572772265167195,69.68332335951081
53,6,9,28.077486570167252,69.30508882701767
54,7,1,26.252875009190635,69.81616597334622
55,7,2,26.788728497270146,69.72650104472159
56,7,3,26.764722817980378,69.66599918310582
57,7,4,26.827728288215212,69.80039856910079
58,7,5,26.73036040730026,69.63590275432912
59,7,6,30.62979109601132,68.62919487569923
60,7,7,27.100009076271018,69.80578100676078
61,7,8,26.16698703842309,69.65986492125158
62,7,9,26.913058427486057,69.36036216522692
63,8,1,26.567992114541052,69.83003721135186
64,8,2,26.343191838613585,69.75322545530342
65,8,3,26.287534747374487,69.67034765553419
66,8,4,26.494334788714028,69.78740496501015
67,8,5,27.094193761075722,69.63212896763376
68,8,6,31.037733069569608,68.69048793746096
69,8,7,27.48702927164811,69.79994491328422
70,8,8,27.339214262249264,69.6739522117378
71,8,9,28.02127855452635,69.32871943003626
72,9,1,26.72503327110234,69.81946802424268
73,9,2,26.69977540665343,69.7292381978603
74,9,3,26.233668079679795,69.6504733102413
75,9,4,26.161118243853725,69.80165697580729
76,9,5,27.21390712361266,69.62637733918646
77,9,6,31.782096894295645,68.57906459702761
78,9,7,26.388693344826454,69.80213949653137
79,9,8,28.04957591033353,69.67433143594026
80,9,9,27.97424417273336,69.27684060071083
81,10,1,26.543882778717492,69.80084651119768
82,10,2,26.808882388888872,69.74032230736209
83,10,3,27.88262297318075,69.64201973398993
84,10,4,27.695558343310406,69.79395767029706
85,10,5,27.115592773123566,69.62186939770253
86,10,6,32.621763349505656,68.36626777403497
87,10,7,26.92203719963891,69.79262152110348
88,10,8,26.356927600306754,69.66003291185862
89,10,9,28.337474486138,69.23849513243509
90,11,1,27.141899607973812,69.81812111096271
91,11,2,26.73471883792862,69.70292740465717
92,11,3,27.778227166581193,69.64427276354897
93,11,4,25.727752408037226,69.78637734849892
94,11,5,26.79680038595183,69.62907867326885
95,11,6,34.338444509600954,68.25021571865574
96,11,7,26.815084258340896,69.80195280522753
97,11,8,26.53689202589623,69.66273251223798
98,11,9,27.734293342952203,69.17215744224
99,12,1,26.402509490316337,69.81217167261134
100,12,2,26.389391881903844,69.73524396248023
101,12,3,27.53981965589866,69.62962939115512
102,12,4,26.723670993857425,69.77346592891033
103,12,5,28.640428449396996,69.61467166926478
104,12,6,37.03032896660856,67.8935207901156
105,12,7,27.03734205305426,69.79401231598952
106,12,8,27.484030206310106,69.65487799918074
107,12,9,28.35252746169065,69.10990361339152
108,13,1,27.00852837182753,69.80771543247009
109,13,2,26.751157665571657,69.72483131949105
110,13,3,26.706219279128423,69.60842504512415
111,13,4,27.756684954157844,69.77872689810008
112,13,5,27.8172282714147,69.59440693373226
113,13,6,40.76034820144236,67.58395644951064
114,13,7,27.26468066601764,69.79403467503923
115,13,8,26.737788170236485,69.62518672648706
116,13,9,27.44857373722943,69.10954074423401
117,14,1,26.442063303341516,69.82042043956794
118,14,2,26.818350971435052,69.72707855344517
119,14,3,26.816824476620805,69.6112889416002
120,14,4,27.041476509671988,69.78587270488993
121,14,5,28.079179954871474,69.59357454069095
122,14,6,35.21904221237464,67.9901079681437
123,14,7,27.637952284541647,69.78906212165502
124,14,8,26.943227940831854,69.62953568441735
125,14,9,29.124096072965784,69.04204874891256
126,15,1,26.030249165436913,69.8170131038411
127,15,2,27.480561838791207,69.72569544329238
128,15,3,27.083239074239682,69.6039307770396
129,15,4,26.27924862750798,69.77346735759276
130,15,5,27.180939982669702,69.58193928774323
131,15,6,37.47302043642952,67.62960901549488
132,15,7,25.941621009294515,69.79312846758496
133,15,8,27.2274170404875,69.62482373346232
134,15,9,28.65458745605155,68.94475960113436
135,16,1,28.798043902876255,69.80349941442047
136,16,2,27.302431939164705,69.72488582723973
137,16,3,27.07011285353023,69.57760098524179
138,16,4,27.211359129509894,69.77427900050505
139,16,5,27.031474658945164,69.54857035365869
140,16,6,49.21119258923729,67.0963443660525
141,16,7,26.90666665557126,69.77865854975501
142,16,8,26.39959109135823,69.61216231207145
143,16,9,30.017418871587296,68.8616121148337
144,17,1,26.715302933537036,69.81178531657586
145,17,2,27.61496197070918,69.70484200399319
146,17,3,27.143060108905402,69.57255544015095
147,17,4,27.07163740271445,69.76758192541043
