,step,id,temperature,humidity
0,1,1,28.04796762731595,69.43730761069494
1,1,2,25.18419553426572,69.58192597714356
2,1,3,23.737855539044023,69.75690273063611
3,1,4,26.216701800669124,69.8174139742851
4,1,5,226.09816794362305,61.68940729909242
5,1,6,26.19418185688142,69.4304942532419
6,1,7,26.711723554190925,69.7231438628254
7,1,8,24.58030298366901,69.80889517333726
8,1,9,26.246425718269514,69.44828894930622
9,1,10,25.55092872885628,69.58718576271788
10,1,11,25.673852457375858,69.7386331651654
11,1,12,26.20649211467259,69.81862235057602
12,1,13,28.111313234690982,69.72559135464756
13,1,14,27.475582343036788,69.74316652991935
14,1,15,24.94573929493842,69.79877377452314
15,1,16,24.728194980282353,69.8376350543633
16,2,1,25.471963414055743,69.41161504399001
17,2,2,24.91289521719801,69.59949813027207
18,2,3,23.1923526545271,69.71881856847288
19,2,4,23.53130510228885,69.81197615598923
20,2,5,135.92354448167504,63.69826736152539
21,2,6,24.814325093626138,69.39563784491628
22,2,7,26.077499621175882,69.70096129025995
23,2,8,23.549311829302205,69.80974530116613
24,2,9,26.024678558914264,69.46677581646043
25,2,10,25.794576193863122,69.59527558003586
26,2,11,26.021064831820116,69.72470769975236
27,2,12,25.419693548569064,69.80580642818045
28,2,13,24.471649875750657,69.71878719782664
29,2,14,26.311017461808394,69.74934044740428
30,2,15,25.741399379297558,69.79339451062843
31,2,16,27.574049027347634,69.83212805955925
32,3,1,24.80712866988179,69.38937676290237
33,3,2,25.992842004019195,69.5786201053803
34,3,3,25.931231885488533,69.74817098604022
35,3,4,25.167052080018628,69.81401275810863
36,3,5,100.57768515277704,64.71275274487381
37,3,6,27.382303286071863,69.3934706973331
38,3,7,26.185868213002852,69.72293017662132
39,3,8,26.321735526798793,69.81408380177254
40,3,9,27.268763131878405,69.46166863510855
41,3,10,27.01788513044141,69.59984839214528
42,3,11,25.98492880248478,69.75064564762995
43,3,12,25.545977775518658,69.80308782215971
44,3,13,25.878315736904888,69.72449451786896
45,3,14,27.595663499548017,69.74083469257184
46,3,15,26.82332074238652,69.78863858447465
47,3,16,26.098376851791375,69.82215608008147
48,4,1,26.956408475385864,69.38053700711095
49,4,2,25.787166633497634,69.57186025458391
50,4,3,24.15098196894191,69.72149396869911
51,4,4,25.103302824455263,69.80944289901885
52,4,5,103.57544614842872,64.69582605114802
53,4,6,25.224538463628456,69.3492234161554
54,4,7,26.54401402995314,69.70893240418872
55,4,8,28.12196192328176,69.80067723124283
56,4,9,27.357760163031315,69.44155518557359
57,4,10,25.97013863093852,69.58076630549022
58,4,11,25.645157210988796,69.73493916161974
59,4,12,25.982801373056144,69.8033115833553
60,4,13,27.57595314451604,69.71200190720532
61,4,14,26.526070269930056,69.73648058415782
62,4,15,25.62208699000822,69.78568382363537
63,4,16,26.927795802060775,69.81846392062971
64,5,1,27.069929924266248,69.40746336083369
65,5,2,26.230537538867857,69.56067232800584
66,5,3,25.463105949487808,69.72872347229249
67,5,4,26.729722297115348,69.79651416976573
68,5,5,137.63056242511618,63.72076682612716
69,5,6,26.67554773442415,69.31722805065925
70,5,7,25.745389963016162,69.68801882031127
71,5,8,25.759561100344367,69.79047366765776
72,5,9,28.011657949125162,69.45715872217538
73,5,10,26.633078259573363,69.57153622392535
74,5,11,25.839348489468158,69.72397834815422
75,5,12,26.04033351364422,69.79560772405635
76,5,13,27.199584375080356,69.72472797780236
77,5,14,26.63748482354262,69.73529283786817
78,5,15,26.432557852139528,69.78661176032492
79,5,16,27.083017374395162,69.81914749332539
80,6,1,26.744154289785772,69.4026514245249
81,6,2,27.03530344358257,69.52896386536723
82,6,3,26.73406281842589,69.71483958083002
83,6,4,26.139475850468123,69.79895890687474
84,6,5,224.16066483817144,61.69029619666269
85,6,6,26.826051731353193,69.27881094163139
86,6,7,26.244410099683456,69.68119719634541
87,6,8,26.59164718142805,69.7763903198333
88,6,9,26.86305689654927,69.44325652473105
89,6,10,26.84659224038611,69.55141468371166
90,6,11,27.295285858486626,69.71575433286142
91,6,12,27.549763230573355,69.80470663482596
92,6,13,28.296029797290792,69.70662719691862
93,6,14,27.5244895303534,69.73192314415505
94,6,15,26.488321572209678,69.78291102047692
95,6,16,25.523700965303746,69.82440895695424
96,7,1,26.275515493483912,69.39244870281514
97,7,2,26.320418673018597,69.53081778899254
98,7,3,26.60583299889643,69.71786708555888
99,7,4,27.125715777857124,69.79796335075865
100,7,5,224.83634410269576,61.69620987216625
101,7,6,26.270979063034005,69.26585552007542
102,7,7,26.373846436390004,69.6804079246977
103,7,8,27.9965934256874,69.80540145876881
104,7,9,26.3219757932293,69.4314243919121
105,7,10,27.868437355453878,69.5665224951299
106,7,11,27.6323977706345,69.71841825065975
107,7,12,26.461145351585593,69.81175633174135
108,7,13,25.819588174653518,69.71282915948572
109,7,14,27.295195145798743,69.7326671490554
110,7,15,26.679434986966967,69.77241040766766
111,7,16,26.734699642512982,69.83296157133002
112,8,1,28.46752170060509,69.3751428909867
113,8,2,26.57754185828637,69.53477707508692
114,8,3,25.98418628153154,69.71659824162349
115,8,4,26.990901665736548,69.79713901944527
116,8,5,225.99298478582972,61.67673892710992
117,8,6,28.287920767714137,69.21934167403704
118,8,7,26.126247319345808,69.67941904820314
119,8,8,26.630940711598804,69.79873791432222
120,8,9,28.321931227172072,69.39488367623382
121,8,10,28.41156942147061,69.54673126262358
122,8,11,26.37181469607436,69.70851579902384
123,8,12,26.762755881948443,69.79358190400792
124,8,13,26.46554782029529,69.70730760812735
125,8,14,25.79963633959161,69.73409763456002
126,8,15,26.68855500027231,69.77580945093948
127,8,16,26.61457710272468,69.82504579822343
128,9,1,26.593093456830225,69.34351705277112
129,9,2,27.05396480338193,69.52712692159064
130,9,3,28.119319487013914,69.69944984520909
131,9,4,26.682521612738437,69.80037954844646
132,9,5,102.78143046549083,64.7130309960856
133,9,6,29.318148592753012,69.16549229560562
134,9,7,27.45067808582244,69.65363569031909
135,9,8,27.48572223347477,69.7909953321492
136,9,9,27.39547809663505,69.37009801028435
137,9,10,27.920321120867452,69.52771404912912
138,9,11,26.824808747821017,69.70045458311982
139,9,12,27.393526840303537,69.79303450735345
140,9,13,26.86083821655422,69.70028004326187
141,9,14,26.356434832434033,69.71787437619356
142,9,15,27.662198036767563,69.77542732155999
143,9,16,26.58749021827633,69.80340568466555
144,10,1,27.732103784933404,69.30299863166766
145,10,2,27.771518933142293,69.49885192103092
146,10,3,27.02651846533035,69.70473024809405
147,10,4,26.767989819849642,69.80074227415767
148,10,5,135.41388905996493,63.69771916735659
149,10,6,28.74009973081681,69.15877528297342
150,10,7,27.668642068999752,69.65353361355149
151,10,8,26.32173716647501,69.78797703420118
152,10,9,27.412588721679093,69.34177903319349
153,10,10,26.89509242762661,69.52573862269816
154,10,11,26.463153353583067,69.70429231329987
155,10,12,28.05451362615609,69.78442300721821
156,10,13,26.64887511251346,69.68973172907539
157,10,14,27.862917961922484,69.71211912972262
158,10,15,27.53819565930799,69.77292933900166
159,10,16,27.29458606502425,69.81634831222782
