,step,id,temperature,humidity
0,1,1,25.837939767160695,69.65265557511768
1,1,2,28.242063401728075,69.64033271870372
2,1,3,26.232377279091345,69.71958301370391
3,1,4,27.590379468609218,69.7912484100056
4,1,5,28.089750214391668,69.27170979941492
5,1,6,28.256920253278533,69.15856621629946
6,1,7,27.231260360015717,69.62009876131073
7,1,8,27.88297008583285,69.75472707637591
8,1,9,28.14553547725602,69.13742441941622
9,1,10,28.07665835234813,68.97141120400133
10,1,11,26.685879287295197,69.6037572719935
11,1,12,26.77740558437583,69.75140462428644
12,1,13,27.313178433618457,69.61812845012244
13,1,14,26.99601726198816,69.60210753373555
14,1,15,26.364971385963297,69.7039633291515
15,1,16,26.99156086431969,69.78090515706367
16,2,1,27.151091417062585,69.63888848559434
17,2,2,26.006303324688222,69.63622726641601
18,2,3,28.329447407029534,69.72256072457266
19,2,4,27.5060035646579,69.79386870073475
20,2,5,27.469664022551225,69.32673684571107
21,2,6,27.359957650823997,69.06781161223125
22,2,7,26.15535964296798,69.60404003101922
23,2,8,27.065356381836835,69.75244639273154
24,2,9,28.926648211136843,69.20927169356725
25,2,10,29.934690134047568,68.914723134377
26,2,11,26.706234530119634,69.58881647927761
27,2,12,26.515788374801275,69.75402686738857
28,2,13,26.451123030716563,69.61974911283393
29,2,14,27.2847542316107,69.59363210749805
30,2,15,26.023182837111367,69.70458472844925
31,2,16,27.01926759462293,69.79169256151027
32,3,1,25.898670051441393,69.6396286669438
33,3,2,26.822509765367812,69.63115569882889
34,3,3,25.75941123735631,69.71760885962185
35,3,4,26.772255280919303,69.79410429520432
36,3,5,27.71923013510733,69.33411968577487
37,3,6,29.179739754945256,69.03948580130476
38,3,7,27.167639312930646,69.5943755645178
39,3,8,27.274733512979328,69.75343998650318
40,3,9,28.12069254840261,69.18456896970845
41,3,10,30.30086832430337,68.83549569104754
42,3,11,26.14093012137423,69.57716185445571
43,3,12,26.63270411826667,69.74408500988312
44,3,13,27.042996089095528,69.61662958232604
45,3,14,27.67873862211428,69.56982111936246
46,3,15,26.075699311693196,69.69419241074512
47,3,16,26.18347549907405,69.77830222183263
48,4,1,26.180573785456147,69.66611278746554
49,4,2,26.064328492115756,69.63733815372396
50,4,3,25.444360092392593,69.72138390999444
51,4,4,26.168829095091738,69.794357863929
52,4,5,27.59777370363292,69.36201104384149
53,4,6,27.853223371627298,69.02200894841735
54,4,7,26.48196908917018,69.58240690938115
55,4,8,24.813996308082206,69.74045081699224
56,4,9,26.742532170630493,69.16714329731263
57,4,10,28.969782672491597,68.8744513429227
58,4,11,26.92671278395485,69.57266959197088
59,4,12,26.190967667216245,69.75128145193564
60,4,13,26.517126378860528,69.60355295287088
