,step,id,temperature,humidity
0,1,1,26.30677697747811,69.7515198336075
1,1,2,26.542753401546314,69.62619326019613
2,1,3,26.67580734224313,69.27494019715753
3,1,4,26.882158273297765,69.36104713435785
4,1,5,25.856998458755353,69.76200054607976
5,1,6,27.545476910278353,69.5753058285812
6,1,7,30.02482074447684,68.69512123219567
7,1,8,27.180115187189244,69.13697611508461
8,1,9,26.211853416505928,69.78625960191971
9,1,10,26.76923984978587,69.69423354513522
10,1,11,25.780465795410507,69.57294057304068
11,1,12,26.832147712378905,69.60131817060598
12,1,13,26.76489777270349,69.81674256788209
13,1,14,25.801470582684946,69.77880573371178
14,1,15,25.863191246975163,69.75609350951211
15,1,16,26.862280645118123,69.7549547510114
16,2,1,25.907895411936714,69.76591392225508
17,2,2,26.725459912489576,69.6096107292372
18,2,3,28.42847751737823,69.2123759779337
19,2,4,26.865668971892628,69.33406134429852
20,2,5,25.539778410336357,69.7662252991922
21,2,6,25.975872712573302,69.58488907633128
22,2,7,29.309722658915106,68.83161963602552
23,2,8,27.18059618982519,69.08801708222937
24,2,9,27.193237725529183,69.76694028924437
25,2,10,26.646238109039007,69.69022133016526
26,2,11,25.696316425578047,69.57107182243139
27,2,12,27.248501220792416,69.58109943818914
28,2,13,26.625289655576623,69.82583680172036
29,2,14,27.050580526023772,69.78782702334856
30,2,15,27.27336971584441,69.74534528811746
31,2,16,26.80226738098269,69.75425564692992
32,3,1,25.276050527742076,69.75535106064402
33,3,2,26.60515545385859,69.59592264481198
34,3,3,28.808734459550518,69.15764418330501
35,3,4,27.13306397742912,69.31808966280462
36,3,5,26.1630933317385,69.75680140584572
37,3,6,27.109548458170615,69.5735891749677
38,3,7,28.723521190587494,68.84310656128467
39,3,8,27.68515071198145,69.04268429381762
40,3,9,27.347154962421612,69.78489919696663
41,3,10,26.16797223425868,69.69486072476523
42,3,11,27.369489470474953,69.58517684412374
43,3,12,26.48069606543885,69.59174729399525
44,3,13,26.79377142022287,69.81744217112059
45,3,14,26.177237195317588,69.78324018856868
46,3,15,27.29009999310577,69.74651480237665
47,3,16,25.63713367044752,69.73452369210693
48,4,1,26.017125388901512,69.75480113919197
49,4,2,26.819105510489738,69.60269921278979
50,4,3,27.576321937179017,69.12273672634645
51,4,4,26.696495902231902,69.25916332706521
52,4,5,27.442284942272217,69.75416294938532
53,4,6,27.61238848050987,69.58214361388876
54,4,7,29.236995586273206,68.72027368679147
55,4,8,29.259881681093486,68.92137359315139
56,4,9,26.073810467296948,69.77356339495972
57,4,10,26.54068488193498,69.690649957237
58,4,11,27.93144552489034,69.5804952259642
59,4,12,27.553614553374842,69.57375283349003
60,4,13,26.224581358757558,69.81901411523137
61,4,14,27.450101831840673,69.7883825123236
62,4,15,26.574488842965447,69.73631032108987
63,4,16,27.21949489504044,69.74270141031938
64,5,1,27.407970876316494,69.76465798436452
65,5,2,26.144386146799732,69.61294521910881
66,5,3,28.514356942594624,69.08461749864429
67,5,4,27.500970808708136,69.24910486780946
68,5,5,26.788533636977633,69.76231180550623
69,5,6,26.65172601091794,69.59987532038868
70,5,7,29.16482591527502,69.09369141281407
71,5,8,29.159367783881983,68.86584668992126
72,5,9,27.62859418460763,69.7888024757077
73,5,10,27.331343576166173,69.70577898898449
74,5,11,26.762198990531054,69.59265691450359
75,5,12,27.262308585121094,69.58027713656723
76,5,13,26.555210584870512,69.82442530734075
77,5,14,26.904020074624754,69.78124699234185
78,5,15,27.060329260073264,69.75823433279852
79,5,16,26.177267861735842,69.74293315357721
80,6,1,26.20839892534265,69.77152227975483
81,6,2,27.71619731461199,69.59412993825606
82,6,3,27.114342077312763,69.02903457072452
83,6,4,28.18269346116153,69.21103465165668
84,6,5,27.143253866192865,69.75418642844821
85,6,6,27.774819112291404,69.6000229856552
86,6,7,28.387191494770793,69.04152888714013
87,6,8,29.160893198045557,68.73404273880848
88,6,9,26.32437761201581,69.78379377461441
89,6,10,27.803146185664815,69.70577798812897
90,6,11,27.08044628552279,69.5852609400483
91,6,12,26.542268974146502,69.56449262122516
92,6,13,26.28032574940206,69.81306365182388
93,6,14,26.915823682683925,69.78316774373894
94,6,15,27.099410905855525,69.74570759635117
95,6,16,26.428836024133496,69.7444350479857
96,7,1,27.56961889748838,69.74618563386814
97,7,2,25.923558724587565,69.57410407929905
98,7,3,28.571297803366864,69.01075993258397
99,7,4,27.886286160412745,69.16224449509143
100,7,5,27.305305380712596,69.76380752378542
101,7,6,26.50036896371852,69.58176384901735
102,7,7,28.303708219152572,68.95853068817678
103,7,8,30.761880448344165,68.5540769085132
104,7,9,26.460398203348728,69.7862729286306
105,7,10,26.995708401623478,69.69509319981287
106,7,11,26.572671797729402,69.5960466494592
107,7,12,27.035406810144973,69.53245623165404
108,7,13,26.382121074857874,69.820629043242
109,7,14,27.256972845279886,69.78726195496237
110,7,15,27.545195740023118,69.7404791070347
111,7,16,26.50730075748024,69.74082799292667
112,8,1,26.130056287997373,69.74801646947944
113,8,2,26.438573918638266,69.5670439464749
114,8,3,28.244598864471,68.98438137442723
115,8,4,27.915762884594454,69.09872345831074
116,8,5,26.68115731432807,69.74263542796987
117,8,6,27.05350372155236,69.57435635955237
118,8,7,28.140815395639375,68.91389327887912
119,8,8,31.619910290463956,68.33417670057344
120,8,9,27.004334074648945,69.77560741886947
121,8,10,27.10945154028943,69.7037000653935
122,8,11,28.591556523327412,69.55693220823859
123,8,12,27.15147544329703,69.5242135753262
124,8,13,26.62873836003582,69.82302099482106
125,8,14,26.372691422943788,69.78434443034674
126,8,15,26.709952447815358,69.73364042709676
127,8,16,26.956100730205783,69.73321741408982
128,9,1,28.56178792544204,69.74709285465309
129,9,2,27.330558777145583,69.55899482331724
130,9,3,29.6229826237122,68.87449351707407
131,9,4,28.922537681712146,69.01628799871281
